"Story","Title","Result","Date","Stability","Duration (s)"
"Admin Login","As an admin I can not login with invalid endpoint","SUCCESS","2023-12-21T10:46:30.4874581+07:00[Asia/Jakarta]","0.0","0.12"
"Admin Login","As an admin I can not login with invalid username","SUCCESS","2023-12-21T10:46:30.6344731+07:00[Asia/Jakarta]","0.0","0.19"
"Admin Login","As an admin I can not login with invalid password","SUCCESS","2023-12-21T10:46:30.867488+07:00[Asia/Jakarta]","0.0","0.25"
"Admin Login","As an admin I can not login with empty username","SUCCESS","2023-12-21T10:46:31.1635096+07:00[Asia/Jakarta]","0.0","0.25"
"Admin Login","As an admin I can not login with empty password","SUCCESS","2023-12-21T10:46:31.4415278+07:00[Asia/Jakarta]","0.0","0.22"
"Admin Login","As an admin I can not login with integer password","SUCCESS","2023-12-21T10:46:31.6765458+07:00[Asia/Jakarta]","0.0","0.17"
"Admin Login","As an admin I can not login with get request","SUCCESS","2023-12-21T10:46:31.8705587+07:00[Asia/Jakarta]","0.0","0.45"
"Admin Login","As an admin I can not login with put request","SUCCESS","2023-12-21T10:46:32.3442452+07:00[Asia/Jakarta]","0.0","0.1"
"Admin Login","As an admin I can not login with delete request","SUCCESS","2023-12-21T10:46:32.4662508+07:00[Asia/Jakarta]","0.0","0.43"
"Register Admin","As an admin I can not register with invalid endpoint","SUCCESS","2023-12-21T10:46:35.7798436+07:00[Asia/Jakarta]","0.0","0.37"
"Register Admin","As an admin I can not register with username of more than 16 characters","SUCCESS","2023-12-21T10:46:36.1908703+07:00[Asia/Jakarta]","0.0","0.23"
"Register Admin","As an admin I can not register with empty name","SUCCESS","2023-12-21T10:46:36.442891+07:00[Asia/Jakarta]","0.0","0.18"
"Register Admin","As an admin I can not register with empty username","SUCCESS","2023-12-21T10:46:36.6609076+07:00[Asia/Jakarta]","0.0","0.19"
"Register Admin","As an admin I can not register with empty email","SUCCESS","2023-12-21T10:46:36.8739227+07:00[Asia/Jakarta]","0.0","0.19"
"Register Admin","As an admin I can not register with empty phone","SUCCESS","2023-12-21T10:46:37.0829393+07:00[Asia/Jakarta]","0.0","0.2"
"Register Admin","As an admin I can not register with empty password","SUCCESS","2023-12-21T10:46:37.3199537+07:00[Asia/Jakarta]","0.0","0.19"
"Register Admin","As an admin I can not register with integer password","SUCCESS","2023-12-21T10:46:37.5379691+07:00[Asia/Jakarta]","0.0","0.18"
"Register Admin","As an admin I can not register with registered email","SUCCESS","2023-12-21T10:46:37.7659857+07:00[Asia/Jakarta]","0.0","0.19"
"Register Admin","As an admin I can not register with registered username","SUCCESS","2023-12-21T10:46:37.9790026+07:00[Asia/Jakarta]","0.0","0.22"
"Register Admin","As an admin I can not register with get request","SUCCESS","2023-12-21T10:46:38.2160232+07:00[Asia/Jakarta]","0.0","0.13"
"Register Admin","As an admin I can not register with put request","SUCCESS","2023-12-21T10:46:38.3780333+07:00[Asia/Jakarta]","0.0","0.12"
"Register Admin","As an admin I can not register with delete request","SUCCESS","2023-12-21T10:46:38.5250433+07:00[Asia/Jakarta]","0.0","0.12"
"Reset Password Admin","As an admin I can not reset password with empty new password","SUCCESS","2023-12-21T10:46:38.9830774+07:00[Asia/Jakarta]","0.0","0.11"
"Reset Password Admin","As an admin I can not reset password with empty confirm password","SUCCESS","2023-12-21T10:46:39.1260984+07:00[Asia/Jakarta]","0.0","0.11"
"Reset Password Admin","As an admin I can not reset password with empty invalid password","SUCCESS","2023-12-21T10:46:39.2520967+07:00[Asia/Jakarta]","0.0","0.11"
"Reset Password Admin","As an admin I can not reset password without login","SUCCESS","2023-12-21T10:46:39.3821067+07:00[Asia/Jakarta]","0.0","0.11"
"Search Admin By Id","As an admin I can not search admin by id with invalid endpoint","SUCCESS","2023-12-21T10:46:39.6881281+07:00[Asia/Jakarta]","0.0","0.1"
"Search Admin By Id","As an admin I can not search admin by id without login","SUCCESS","2023-12-21T10:46:39.8091375+07:00[Asia/Jakarta]","0.0","0.09"
"Search Admin By Id","As an admin I can not search admin with query params id&name","SUCCESS","2023-12-21T10:46:39.9151441+07:00[Asia/Jakarta]","0.0","0.08"
"Search Admin By Name","As an admin I can not search admin by name with invalid endpoint","SUCCESS","2023-12-21T10:46:40.1591651+07:00[Asia/Jakarta]","0.0","0.11"
"Search Admin By Name","As an admin I can not search admin by name without login","SUCCESS","2023-12-21T10:46:40.2891709+07:00[Asia/Jakarta]","0.0","0.11"
"Update Admin","As an admin I can not update admin with invalid endpoint","SUCCESS","2023-12-21T10:46:40.7092057+07:00[Asia/Jakarta]","0.0","0.08"
"Update Admin","As an admin I can not update admin with invalid id","SUCCESS","2023-12-21T10:46:40.8052083+07:00[Asia/Jakarta]","0.0","0.08"
"Update Admin","As an admin I can not update admin with username of more than 16 characters","SUCCESS","2023-12-21T10:46:40.8962195+07:00[Asia/Jakarta]","0.0","0.09"
"Update Admin","As an admin I can not update admin with registered email","FAILURE","2023-12-21T10:46:42.667139+07:00[Asia/Jakarta]","0.0","0.37"
"Update Admin","As an admin I can not update admin with registered username","FAILURE","2023-12-21T10:46:43.5292011+07:00[Asia/Jakarta]","0.0","0.31"
"Update Admin","As an admin I can not update admin with post request","SUCCESS","2023-12-21T10:46:43.8702254+07:00[Asia/Jakarta]","0.0","0.11"
"Complaint Statistic","As an admin I can not get complaint statistic with invalid endpoint","SUCCESS","2023-12-21T10:46:44.116246+07:00[Asia/Jakarta]","0.0","0.09"
"Complaint Statistic","As an admin I can not get complaint statistic without token","SUCCESS","2023-12-21T10:46:44.2262512+07:00[Asia/Jakarta]","0.0","0.1"
"User Statistic","As an admin I can not get user statistic with invalid endpoint","SUCCESS","2023-12-21T10:46:44.5562776+07:00[Asia/Jakarta]","0.0","0.11"
"User Statistic","As an admin I can not get user statistic without token","SUCCESS","2023-12-21T10:46:44.677286+07:00[Asia/Jakarta]","0.0","0.1"
"Notification","As an admin I can not get notif with invalid endpoint","SUCCESS","2023-12-21T10:46:48.3835567+07:00[Asia/Jakarta]","0.0","0.11"
"Notification","As an admin I can not get notif without token","SUCCESS","2023-12-21T10:46:48.5135653+07:00[Asia/Jakarta]","0.0","0.11"
"OTP Admin","As an admin I can not send otp with invalid endpoint","SUCCESS","2023-12-21T10:46:52.1635538+07:00[Asia/Jakarta]","0.0","0.17"
"OTP","As a user I can not send otp with invalid endpoint","SUCCESS","2023-12-21T10:46:55.3260031+07:00[Asia/Jakarta]","0.0","0.07"
"Get All User","As a user I can not get all user with invalid endpoint","SUCCESS","2023-12-21T10:47:00.7421909+07:00[Asia/Jakarta]","0.0","0.13"
"Get All User","As a user I can not get all user with post request","SUCCESS","2023-12-21T10:47:00.8871993+07:00[Asia/Jakarta]","0.0","0.1"
"Get All User","As a user I can not get all user with put request","SUCCESS","2023-12-21T10:47:01.0022092+07:00[Asia/Jakarta]","0.0","0.07"
